epoch;acc;loss;val_acc;val_loss
0;0.6902273893356323;1.0040549039840698;0.6928746700286865;0.9429796934127808
1;0.6982175707817078;0.927726149559021;0.6928746700286865;0.9357227683067322
2;0.6982175707817078;0.8941288590431213;0.6928746700286865;0.8771870732307434
3;0.7185003161430359;0.8322020173072815;0.773955762386322;0.7353567481040955
4;0.7719729542732239;0.7329182028770447;0.7714987993240356;0.7224675416946411
0;0.6951444149017334;1.0072895288467407;0.6928746700286865;0.9589049220085144
1;0.6982175707817078;0.9409661889076233;0.6928746700286865;0.9239693880081177
2;0.7086662650108337;0.8581525087356567;0.7493857741355896;0.8028721213340759
3;0.7430854439735413;0.8068251013755798;0.7690417766571045;0.7371366620063782
4;0.7824216485023499;0.689437210559845;0.7665847539901733;0.6873133182525635
5;0.7861093878746033;0.6350853443145752;0.7690417766571045;0.7256556153297424
6;0.813767671585083;0.550417959690094;0.8083537817001343;0.6317620277404785
7;0.8340504169464111;0.5118234157562256;0.8034397959709167;0.5833323001861572
8;0.8340504169464111;0.5000721216201782;0.8058968186378479;0.5867647528648376
9;0.8401966691017151;0.5023892521858215;0.8132678270339966;0.5934997797012329
10;0.8401966691017151;0.4855514466762543;0.815724790096283;0.5988401174545288
11;0.8438844680786133;0.4840535521507263;0.8108108043670654;0.6085677742958069
12;0.8537185192108154;0.46050825715065;0.8009827733039856;0.6291003823280334
13;0.8500307202339172;0.4622405767440796;0.8206388354301453;0.5878497362136841
14;0.8438844680786133;0.4520213007926941;0.8181818127632141;0.5990415215492249
15;0.84572833776474;0.4654258191585541;0.8329238295555115;0.5893667936325073
16;0.851874589920044;0.4289175570011139;0.8181818127632141;0.5916151404380798
17;0.8537185192108154;0.43195393681526184;0.8206388354301453;0.5782068371772766
18;0.8574062585830688;0.41991183161735535;0.8304668068885803;0.5687132477760315
19;0.856791615486145;0.42203906178474426;0.8230957984924316;0.622241735458374
20;0.8580209016799927;0.44379404187202454;0.8230957984924316;0.6137046217918396
21;0.8715426921844482;0.4085348844528198;0.8034397959709167;0.6440179347991943
22;0.8598647713661194;0.41130393743515015;0.7960687875747681;0.6595520973205566
23;0.8629379272460938;0.39386120438575745;0.8181818127632141;0.6848176717758179
24;0.8438844680786133;0.4348498284816742;0.8206388354301453;0.6000651717185974
25;0.8653964400291443;0.4099483788013458;0.828009843826294;0.6068792939186096
26;0.8746158480644226;0.37858280539512634;0.8353808522224426;0.6205279231071472
27;0.8684695959091187;0.3751923739910126;0.8230957984924316;0.7074088454246521
28;0.8721573352813721;0.369347482919693;0.8304668068885803;0.6129705905914307
29;0.8721573352813721;0.3671964406967163;0.8304668068885803;0.6114538908004761
30;0.8727719783782959;0.36516374349594116;0.837837815284729;0.614319920539856
31;0.8813767433166504;0.35682758688926697;0.8304668068885803;0.6265506744384766
32;0.8764597177505493;0.33852866291999817;0.8255528211593628;0.6589440703392029
33;0.8850645422935486;0.3256494700908661;0.8304668068885803;0.6642468571662903
34;0.888752281665802;0.3258126378059387;0.8230957984924316;0.6506190299987793
35;0.8819913864135742;0.32682836055755615;0.837837815284729;0.6614212393760681
36;0.8936693072319031;0.3081708252429962;0.8353808522224426;0.6359593868255615
37;0.893054723739624;0.3070644438266754;0.8132678270339966;0.8094949722290039
38;0.882606029510498;0.3208353817462921;0.8304668068885803;0.6833896636962891
39;0.8973571062088013;0.3014275133609772;0.8329238295555115;0.6437380909919739
40;0.8979717493057251;0.2931172251701355;0.8304668068885803;0.747503936290741
41;0.9047326445579529;0.2728581726551056;0.837837815284729;0.6737507581710815
42;0.899200975894928;0.27597758173942566;0.8353808522224426;0.8482865691184998
43;0.9090350270271301;0.2611129581928253;0.8230957984924316;0.7417789101600647
44;0.8955132365226746;0.2900997996330261;0.8353808522224426;0.8432960510253906
45;0.9078058004379272;0.2616523206233978;0.837837815284729;0.8063799142837524
46;0.9059618711471558;0.26234087347984314;0.837837815284729;1.3510191440582275
47;0.9090350270271301;0.2571815848350525;0.8329238295555115;0.7725484371185303
48;0.9151813387870789;0.24167275428771973;0.8329238295555115;0.8037725687026978
49;0.9102643132209778;0.24166078865528107;0.8402948379516602;0.8020138740539551
50;0.9065765142440796;0.2600322961807251;0.8255528211593628;0.8917532563209534
51;0.9059618711471558;0.2667829096317291;0.8108108043670654;1.0007578134536743
52;0.9047326445579529;0.2638460099697113;0.8206388354301453;0.7238687872886658
53;0.9262446165084839;0.21345263719558716;0.837837815284729;0.8514356017112732
54;0.9035033583641052;0.273933082818985;0.828009843826294;0.8910237550735474
55;0.9194837212562561;0.235273540019989;0.837837815284729;0.8733855485916138
56;0.9084203839302063;0.25655901432037354;0.8402948379516602;0.8011042475700378
57;0.925015389919281;0.21759897470474243;0.8427518606185913;0.9781988859176636
58;0.9280884861946106;0.20620222389698029;0.837837815284729;0.9949472546577454
59;0.9268592596054077;0.18718469142913818;0.8525798320770264;1.0274701118469238
60;0.920712947845459;0.21827229857444763;0.85012286901474;0.9306367635726929
61;0.9317762851715088;0.17943112552165985;0.8353808522224426;1.1948208808898926
62;0.9219422340393066;0.188853919506073;0.837837815284729;0.8984003663063049
63;0.9366933107376099;0.1809036135673523;0.8427518606185913;0.8247352838516235
64;0.931161642074585;0.16684924066066742;0.8452088236808777;1.042917251586914
65;0.9379225373268127;0.15826980769634247;0.8304668068885803;1.0034637451171875
66;0.9299324154853821;0.20111922919750214;0.8624078631401062;0.9357826709747314
67;0.9391518235206604;0.15948355197906494;0.8402948379516602;0.9686505794525146
68;0.946527361869812;0.1444968730211258;0.8402948379516602;1.0579278469085693
69;0.9422249794006348;0.16196760535240173;0.8550368547439575;1.0625207424163818
70;0.9477565884590149;0.14029908180236816;0.8304668068885803;0.8960949778556824
71;0.9483712315559387;0.13657882809638977;0.8255528211593628;1.1831778287887573
