epoch;acc;loss;val_acc;val_loss
72;0.9416103363037109;0.14385832846164703;0.8476658463478088;1.144434928894043
73;0.9489858746528625;0.1413894146680832;0.8476658463478088;1.093152642250061
74;0.9532882571220398;0.12242518365383148;0.8452088236808777;1.0783334970474243
75;0.9483712315559387;0.1262776255607605;0.8476658463478088;1.1890320777893066
76;0.9428395628929138;0.1391116827726364;0.8230957984924316;1.207681655883789
77;0.9520590305328369;0.12260942161083221;0.85012286901474;1.2670480012893677
78;0.9588199257850647;0.09870936721563339;0.8353808522224426;1.3676525354385376
79;0.9588199257850647;0.11506769061088562;0.8353808522224426;1.0929256677627563
80;0.9643515944480896;0.09652231633663177;0.8476658463478088;1.4435901641845703
81;0.9588199257850647;0.10731564462184906;0.8550368547439575;1.3425745964050293
82;0.9625076651573181;0.09013458341360092;0.85012286901474;1.6678625345230103
83;0.9606637954711914;0.10404069721698761;0.8255528211593628;1.2519721984863281
84;0.9631223082542419;0.09425543248653412;0.8402948379516602;1.4248512983322144
85;0.9686539769172668;0.08809518814086914;0.8402948379516602;1.3926180601119995
86;0.9612784385681152;0.09745069593191147;0.8624078631401062;1.6198859214782715
87;0.9637369513511658;0.09066817164421082;0.8550368547439575;1.451944351196289
88;0.9655808210372925;0.0895945280790329;0.8427518606185913;1.4865949153900146
89;0.9637369513511658;0.09477364271879196;0.8353808522224426;1.4593331813812256
90;0.9661954641342163;0.08681587874889374;0.85012286901474;1.3846747875213623
91;0.9655808210372925;0.10492826998233795;0.8427518606185913;1.3538601398468018
92;0.9588199257850647;0.10393540561199188;0.837837815284729;1.2047804594039917
93;0.968039333820343;0.08331254124641418;0.8673218488693237;1.4509302377700806
94;0.9674246907234192;0.07544956356287003;0.8476658463478088;1.483009934425354
95;0.9668101072311401;0.0859680250287056;0.85012286901474;1.2671326398849487
96;0.9655808210372925;0.07929588109254837;0.85012286901474;1.5021246671676636
97;0.9655808210372925;0.07714253664016724;0.8402948379516602;1.4802614450454712
98;0.9674246907234192;0.07794671505689621;0.8476658463478088;1.7188749313354492
99;0.9600491523742676;0.08478786051273346;0.8427518606185913;1.3447548151016235
100;0.9711124897003174;0.07610217481851578;0.8624078631401062;2.390700340270996
101;0.9606637954711914;0.08424141258001328;0.8329238295555115;1.7042858600616455
102;0.9698832035064697;0.06877321749925613;0.8673218488693237;2.0272555351257324
103;0.9711124897003174;0.06859848648309708;0.8550368547439575;1.3881195783615112
104;0.9711124897003174;0.06024390831589699;0.8402948379516602;1.6675317287445068
105;0.9649661779403687;0.087692029774189;0.8550368547439575;1.816226601600647
106;0.9698832035064697;0.06642554700374603;0.8574938774108887;1.5726250410079956
107;0.9649661779403687;0.08065475523471832;0.8525798320770264;1.1483021974563599
108;0.9704978466033936;0.06832300871610641;0.837837815284729;1.4697562456130981
109;0.9717271327972412;0.05992784723639488;0.8452088236808777;1.351369023323059
110;0.9711124897003174;0.05620814487338066;0.8550368547439575;1.500678539276123
111;0.9711124897003174;0.06951740384101868;0.8304668068885803;1.191408634185791
112;0.9674246907234192;0.06725198030471802;0.8427518606185913;1.3374265432357788
113;0.9711124897003174;0.06120433285832405;0.8452088236808777;1.5722203254699707
114;0.9711124897003174;0.06362307071685791;0.8550368547439575;1.6647651195526123
115;0.9711124897003174;0.06037278100848198;0.8402948379516602;1.3909684419631958
116;0.9631223082542419;0.07408314198255539;0.8525798320770264;1.3604847192764282
117;0.9704978466033936;0.05844604969024658;0.8427518606185913;1.4926193952560425
118;0.9735710024833679;0.05710897222161293;0.8230957984924316;1.687659740447998
119;0.9711124897003174;0.06369853019714355;0.8452088236808777;1.2789828777313232
120;0.9698832035064697;0.059626273810863495;0.85012286901474;1.4057177305221558
121;0.9711124897003174;0.06198754906654358;0.8353808522224426;1.5782890319824219
122;0.9729563593864441;0.05893348529934883;0.8353808522224426;1.488739252090454
123;0.9668101072311401;0.07176786661148071;0.8476658463478088;1.5350669622421265
124;0.9698832035064697;0.06382153928279877;0.8525798320770264;1.5993176698684692
125;0.9631223082542419;0.08340222388505936;0.8329238295555115;1.768489122390747
126;0.9717271327972412;0.05149121955037117;0.8353808522224426;1.5216397047042847
127;0.9766441583633423;0.04633817449212074;0.8476658463478088;1.8075817823410034
128;0.9532882571220398;0.10121075063943863;0.8353808522224426;1.6190459728240967
129;0.9674246907234192;0.06945263594388962;0.85012286901474;1.668436884880066
130;0.9723417162895203;0.055866580456495285;0.8427518606185913;1.4309449195861816
131;0.9704978466033936;0.06345523148775101;0.8525798320770264;1.458980679512024
132;0.9760295152664185;0.0501345656812191;0.837837815284729;1.6184529066085815
133;0.9778733849525452;0.04852009192109108;0.8476658463478088;1.4966557025909424
134;0.9760295152664185;0.045874930918216705;0.85012286901474;1.6903764009475708
135;0.9723417162895203;0.05200020223855972;0.8452088236808777;1.5903289318084717
136;0.9729563593864441;0.0462043434381485;0.8525798320770264;1.6388472318649292
137;0.9711124897003174;0.048803750425577164;0.85012286901474;1.6487901210784912
138;0.9741856455802917;0.04979213327169418;0.8452088236808777;1.4544341564178467
139;0.9735710024833679;0.04793944209814072;0.8476658463478088;1.8329931497573853
140;0.968039333820343;0.05089523643255234;0.8476658463478088;1.6084418296813965
141;0.9797172546386719;0.04790927842259407;0.85012286901474;1.634722113609314
142;0.9735710024833679;0.05035960674285889;0.8476658463478088;1.5880279541015625
143;0.9704978466033936;0.0482654944062233;0.8624078631401062;1.797808051109314
144;0.9698832035064697;0.05056463181972504;0.8476658463478088;1.6044487953186035
145;0.968039333820343;0.061694253236055374;0.837837815284729;1.3782355785369873
146;0.9723417162895203;0.051527492702007294;0.8452088236808777;1.251695990562439
147;0.9760295152664185;0.04535979405045509;0.8574938774108887;1.6656599044799805
148;0.9772587418556213;0.04305710643529892;0.8452088236808777;1.5361380577087402
149;0.9772587418556213;0.04937182739377022;0.8550368547439575;1.4174247980117798
150;0.9766441583633423;0.0528067909181118;0.837837815284729;1.44901704788208
151;0.9723417162895203;0.052488505840301514;0.828009843826294;1.8665353059768677
152;0.9655808210372925;0.06029276177287102;0.8402948379516602;1.4808241128921509
153;0.9692686200141907;0.057033784687519073;0.837837815284729;1.4941803216934204
154;0.9748002290725708;0.047775525599718094;0.85012286901474;1.6628090143203735
155;0.9741856455802917;0.04577792435884476;0.859950840473175;1.6977688074111938
156;0.9735710024833679;0.050492431968450546;0.8476658463478088;1.8574730157852173
157;0.9698832035064697;0.05058366060256958;0.8353808522224426;1.5136178731918335
158;0.9723417162895203;0.05445046350359917;0.8329238295555115;1.604045033454895
159;0.9717271327972412;0.04865201562643051;0.8353808522224426;1.7085826396942139
160;0.9711124897003174;0.0472836010158062;0.8574938774108887;1.4508278369903564
161;0.9760295152664185;0.04447558894753456;0.8353808522224426;1.8098876476287842
162;0.9766441583633423;0.04295944795012474;0.8525798320770264;1.7109994888305664
163;0.9729563593864441;0.05227021872997284;0.8476658463478088;1.541721224784851
164;0.9760295152664185;0.06450028717517853;0.8476658463478088;1.9604394435882568
165;0.9711124897003174;0.05112118273973465;0.8550368547439575;1.8567185401916504
166;0.9698832035064697;0.07111619412899017;0.8550368547439575;1.275102138519287
167;0.9704978466033936;0.05190833657979965;0.8525798320770264;1.359053373336792
168;0.9797172546386719;0.040904879570007324;0.8550368547439575;1.6830651760101318
169;0.9729563593864441;0.04386010020971298;0.8574938774108887;1.4410587549209595
170;0.9760295152664185;0.040487438440322876;0.8329238295555115;1.585946798324585
171;0.9754148721694946;0.042865145951509476;0.85012286901474;1.7180445194244385
172;0.9778733849525452;0.04897502809762955;0.859950840473175;1.5242809057235718
173;0.9760295152664185;0.03930133581161499;0.85012286901474;1.5678119659423828
174;0.9704978466033936;0.04470877721905708;0.8476658463478088;1.5981816053390503
175;0.9735710024833679;0.04275627061724663;0.8574938774108887;1.6860560178756714
176;0.9723417162895203;0.04238286241889;0.8550368547439575;1.52999746799469
177;0.9717271327972412;0.05131857469677925;0.8452088236808777;1.715775966644287
178;0.9698832035064697;0.05481046438217163;0.8525798320770264;1.9785736799240112
179;0.9496005177497864;0.12027939409017563;0.8329238295555115;1.2341175079345703
180;0.9698832035064697;0.06021136790513992;0.8452088236808777;1.2756843566894531
181;0.9729563593864441;0.04701414704322815;0.85012286901474;1.252217411994934
182;0.9692686200141907;0.05158008262515068;0.8574938774108887;1.5372109413146973
183;0.9778733849525452;0.04293723776936531;0.8452088236808777;1.4900075197219849
184;0.9735710024833679;0.042304981499910355;0.8329238295555115;1.3753377199172974
185;0.9711124897003174;0.05837944522500038;0.8476658463478088;1.3290479183197021
186;0.9723417162895203;0.046097543090581894;0.8771498799324036;1.5434739589691162
187;0.9698832035064697;0.04580242931842804;0.8525798320770264;1.3805211782455444
188;0.9723417162895203;0.042112067341804504;0.8476658463478088;1.4436540603637695
189;0.9735710024833679;0.04693315550684929;0.859950840473175;1.3294588327407837
190;0.9754148721694946;0.03871187940239906;0.8550368547439575;1.4732755422592163
191;0.9735710024833679;0.040448952466249466;0.85012286901474;1.5639927387237549
192;0.9772587418556213;0.03820604458451271;0.8624078631401062;1.5394762754440308
193;0.9692686200141907;0.04656680300831795;0.85012286901474;1.5033527612686157
194;0.9723417162895203;0.03959673270583153;0.8550368547439575;1.3786636590957642
195;0.9729563593864441;0.044702235609292984;0.85012286901474;1.3107495307922363
196;0.9711124897003174;0.042849235236644745;0.8550368547439575;1.3612072467803955
197;0.9717271327972412;0.04111655056476593;0.8452088236808777;1.4439001083374023
198;0.9748002290725708;0.039174582809209824;0.8648648858070374;1.5433835983276367
199;0.9723417162895203;0.03807194530963898;0.8574938774108887;1.5473127365112305
